"date","solar_t","bad_quality"
"1996-12-15",107.991666666667,0
"1996-12-16",26.6458333333333,0
"1996-12-17",66.1041666666667,0
"1996-12-18",113.6375,0
"1996-12-19",98.8604166666667,0
"1996-12-20",74.3354166666667,0
"1996-12-21",56.6666666666667,0
"1996-12-22",81.7166666666667,0
"1996-12-23",58.0333333333333,0
"1996-12-24",91.21875,0
"1996-12-25",106.041666666667,0
"1996-12-26",74.0833333333333,0
"1996-12-27",106.614583333333,0
"1996-12-28",117.627083333333,0
"1996-12-29",68.9354166666667,0
"1996-12-30",47.2104166666667,0
"1996-12-31",67.625,0
